carat,cut,color,clarity,price
1.51,Very Good,E,SI2,9513
1.01,Very Good,G,IF,8621
0.4,Very Good,G,SI1,702
0.9,Ideal,H,VS1,5013
0.56,Ideal,E,SI1,1580
0.52,Ideal,H,VS2,1689
0.38,Ideal,E,VVS2,1027
0.42,Ideal,H,VS1,847
0.55,Ideal,E,VVS1,2609
0.7,Very Good,F,SI1,2382
0.24,Ideal,F,VVS1,678
0.8,Premium,J,SI2,2022
0.38,Ideal,D,VS1,1140
0.42,Ideal,D,VS1,1179
0.31,Ideal,D,VS1,713
0.31,Ideal,I,SI2,372
0.44,Very Good,F,VS1,1081
,Ideal,I,VVS1,432
,Premium,F,VS2,6307
,Good,J,SI1,7022
0.51,Very Good,E,VVS2,2056
1.2,Ideal,G,VVS1,9784
0.39,Very Good,E,VS2,1065
0.29,Ideal,H,IF,607
0.7,Ideal,J,VS1,2107
0.52,Fair,E,VVS2,2079
0.93,Very Good,D,SI2,4214
0.41,Ideal,F,VVS1,1295
1.56,Good,F,SI2,9784
0.73,Very Good,I,VVS2,2565
1.06,Ideal,G,SI2,4238
1.1,Premium,E,SI2,4691
1.07,Ideal,I,VS2,4764
0.7,Good,I,I1,1111
0.38,Premium,G,SI1,855
0.3,Ideal,D,VS2,778
1.22,Ideal,I,VS2,7430
2.43,Premium,J,VS2,18692
0.4,Very Good,F,SI2,579
0.72,Premium,D,SI2,2429
0.34,Ideal,G,IF,974
1.09,Fair,F,SI2,3170
0.53,Ideal,E,VS2,1721
0.57,Good,G,VS2,1816
1.03,Premium,F,VS2,5330
2.14,Premium,I,VS2,17416
2,Ideal,G,SI1,13675
0.32,Premium,D,SI1,589
2.01,Good,H,SI2,14426
1.51,Fair,H,VS2,7534
1.72,Premium,G,VS1,17605
2.08,Very Good,H,SI2,15696
0.38,Ideal,I,VS1,703
0.9,Good,H,SI2,3024
1,Very Good,F,SI1,5058
0.39,Ideal,F,SI2,587
1.21,Ideal,I,VS1,6691
1,Premium,E,VS1,7420
0.29,Ideal,G,VS2,525
0.54,Very Good,G,SI1,1389
0.3,Very Good,G,VVS1,1013
0.31,Ideal,G,VVS1,755
0.83,Ideal,D,SI1,3933
1,Fair,I,SI1,2912
1.21,Very Good,F,VS2,7826
1.51,Very Good,J,VS2,7418
0.4,Ideal,F,VS2,1080
0.7,Ideal,I,VVS2,2487
0.52,Very Good,G,VS1,1641
0.37,Premium,H,SI1,666
1.52,Very Good,H,VS1,11912
0.76,Ideal,G,VVS2,3927
0.72,Ideal,F,VS2,3564
1.01,Ideal,G,VS1,6176
0.73,Premium,F,VS2,2841
0.59,Ideal,F,SI2,1371
1.04,Good,E,SI1,5766
1.51,Ideal,I,SI1,8574
1.77,Premium,J,SI2,8840
0.26,Ideal,D,VVS2,599
0.31,Ideal,H,VVS2,625
0.3,Ideal,I,SI2,360
1.12,Premium,D,SI2,5329
0.91,Premium,D,SI1,4352
0.5,Good,F,VS1,1415
0.59,Ideal,D,SI1,1912
0.36,Ideal,G,VS1,932
0.91,Ideal,E,SI2,3898
0.9,Very Good,H,VS1,3964
0.33,Ideal,H,VVS2,827
0.41,Premium,E,SI1,969
0.71,Ideal,F,VVS2,3499
2.36,Ideal,H,SI2,14146
0.67,Good,D,SI1,2258
1.23,Ideal,G,VS1,10859
0.43,Ideal,F,VVS2,1169
0.31,Premium,E,VS1,942
0.74,Ideal,I,SI1,2769
0.51,Premium,E,SI2,1205
0.4,Ideal,H,VVS2,877
1.02,Good,G,VVS1,8005
2.16,Ideal,J,SI1,14691
0.32,Premium,H,IF,842
0.43,Ideal,H,SI1,716
0.3,Ideal,E,SI2,401
1.03,Ideal,G,SI2,4470
1.53,Premium,G,SI1,9747
0.3,Premium,G,VS2,630
0.3,Ideal,F,VVS1,854
1.21,Very Good,E,SI1,7703
1.32,Ideal,I,VS1,7480
1,Ideal,G,VS1,6465
0.7,Premium,F,SI2,2362
0.7,Ideal,F,SI1,2382
1.03,Ideal,I,VS2,5378
1.52,Premium,D,SI2,8897
0.71,Ideal,J,SI1,2001
2.01,Good,I,VS2,15587
0.71,Ideal,I,IF,2701
1,Ideal,F,SI1,5292
0.59,Very Good,E,VS1,2021
0.52,Ideal,F,VVS2,2092
0.7,Very Good,I,VVS2,2415
0.35,Ideal,F,IF,1035
0.31,Ideal,F,VS2,625
0.74,Ideal,G,VS2,2877
0.3,Ideal,H,IF,764
0.33,Ideal,H,SI2,433
0.7,Premium,G,VS1,2512
0.75,Premium,H,SI2,2234
0.31,Ideal,I,VS1,544
1.2,Ideal,F,VS2,8334
1.5,Premium,H,I1,3457
1.35,Premium,H,VS1,8747
0.41,Good,D,SI1,738
0.73,Ideal,F,SI1,2527
0.9,Ideal,G,SI2,3521
1.61,Ideal,G,VS1,14341
0.41,Good,H,SI1,683
0.26,Ideal,G,VVS1,605
0.74,Ideal,I,IF,2952
1,Good,E,SI2,3889
0.32,Ideal,F,IF,943
1.02,Ideal,E,SI2,4798
0.4,Premium,F,VS1,1050
2.3,Ideal,H,SI2,18108
1.31,Ideal,I,VS2,6873
1.43,Very Good,D,SI1,9450
0.33,Ideal,E,VVS1,1052
1.06,Ideal,F,VVS2,8619
0.81,Premium,F,SI1,3004
0.84,Very Good,G,VS2,3535
1.21,Very Good,J,VS1,5452
0.42,Very Good,E,VS2,958
0.52,Very Good,E,SI2,1372
0.36,Premium,H,VVS2,726
1.13,Premium,E,SI2,5316
0.29,Ideal,G,VS1,507
0.57,Very Good,F,SI1,1346
0.41,Premium,H,VVS2,961
1,Premium,E,SI1,4805
1.02,Premium,D,SI1,5998
1.24,Premium,I,VS2,4858
2.05,Premium,G,SI2,12857
0.32,Very Good,H,VVS1,730
1.16,Premium,I,VS2,5016
1.2,Ideal,G,SI2,5826
0.93,Ideal,H,SI1,4635
0.71,Ideal,J,VVS2,2226
1.02,Premium,F,VS2,6479
0.3,Ideal,D,SI1,709
0.36,Premium,G,VS1,932
1.37,Ideal,G,IF,13439
0.4,Ideal,E,VS2,1090
0.52,Ideal,D,SI2,1292
1.01,Very Good,I,SI1,4189
0.31,Ideal,E,VS2,680
0.9,Very Good,H,VS2,3919
0.41,Ideal,E,SI2,683
1.19,Very Good,G,VVS2,8689
0.73,Ideal,F,SI1,3249
0.51,Ideal,E,SI1,1343
0.62,Premium,F,SI2,1234
0.31,Ideal,D,VS1,774
0.71,Ideal,D,SI2,2505
1.51,Ideal,D,VS1,16688
0.25,Very Good,E,VVS1,576
0.51,Very Good,D,VS2,1633
1.02,Premium,D,SI2,4044
0.37,Ideal,E,VS1,999
1.06,Ideal,F,SI1,6249
0.41,Ideal,E,VVS1,1367
0.3,Ideal,H,VVS2,581
0.65,Good,I,VS1,1744
1,Very Good,E,SI2,4392
1.5,Very Good,E,SI1,12247
0.76,Ideal,D,VVS2,4223
0.51,Premium,F,VS1,1627
1,Premium,E,I1,3584
0.32,Ideal,F,VVS1,867
0.41,Ideal,D,SI1,1015
0.32,Ideal,F,VVS2,945
1.13,Premium,H,SI1,4689
0.53,Very Good,J,VS1,1106
0.81,Ideal,F,VVS2,4630
1.5,Very Good,J,SI2,5902
1,Premium,E,SI1,5396
0.41,Premium,G,SI1,719
0.32,Ideal,E,VVS1,1044
1.5,Premium,I,SI2,7056
0.72,Ideal,F,VVS1,4362
0.4,Very Good,D,VS2,982
1,Good,E,SI2,3696
0.93,Ideal,H,VS1,4265
1,Premium,G,VVS1,8154
1.01,Premium,G,SI2,4327
1.55,Premium,E,SI2,7161
1.18,Ideal,E,VVS2,11906
0.3,Premium,F,VS1,570
0.33,Ideal,I,SI1,463
1.03,Fair,I,VS1,4328
1.17,Premium,G,VS1,7564
1.26,Very Good,G,VS2,8040
0.31,Premium,D,SI1,684
1.14,Premium,F,SI1,5135
0.32,Ideal,E,VVS2,883
0.31,Ideal,E,VS2,872
1.03,Very Good,G,VS2,6036
0.9,Ideal,D,SI1,4304
1.13,Premium,I,SI1,4746
1.05,Ideal,G,VS2,6586
1.34,Ideal,F,SI1,7893
1.03,Very Good,D,SI1,5948
0.51,Ideal,G,VVS2,1875
0.52,Ideal,G,VVS2,1911
0.33,Ideal,F,VVS1,955
0.52,Very Good,I,SI1,1088
1.64,Premium,I,SI2,8587
1.22,Ideal,H,SI2,5807
0.96,Premium,G,SI2,4204
0.75,Ideal,E,VS2,3192
0.4,Very Good,D,VVS2,1010
0.59,Premium,D,VVS2,2538
0.32,Ideal,F,VS2,645
0.96,Premium,H,SI1,4026
0.71,Premium,G,VS2,2443
0.79,Very Good,F,SI1,3047
0.36,Premium,E,VS2,1013
1,Premium,F,SI1,5645
0.82,Premium,F,VS1,3513
0.6,Ideal,E,VS2,1897
1.22,Very Good,H,SI1,6323
1.52,Fair,H,I1,3504
1.09,Premium,E,SI1,5237
0.53,Ideal,F,VS1,1939
0.39,Ideal,G,VVS2,974
0.58,Ideal,F,SI2,1776
1.26,Premium,E,VVS1,14952
0.4,Ideal,D,SI2,798
1.11,Ideal,H,VVS1,8508
1.1,Good,F,SI2,3918
0.41,Ideal,G,SI1,671
0.5,Very Good,G,VVS2,1838
1.52,Premium,F,VS2,13919
0.53,Ideal,F,VS1,1832
0.3,Very Good,G,VS2,526
0.29,Very Good,D,SI1,737
0.7,Ideal,H,VS1,3185
0.3,Ideal,I,VVS2,532
0.3,Very Good,E,VVS2,789
1.51,Premium,H,SI1,9833
1.03,Good,D,SI2,4671
0.71,Ideal,G,SI1,3007
0.3,Premium,G,SI2,452
0.7,Ideal,I,VVS2,2530
1.26,Premium,F,VS1,9896
1.23,Premium,F,I1,3375
0.84,Ideal,G,SI2,2879
0.4,Ideal,E,SI1,737
1.07,Ideal,G,SI2,4021
0.67,Good,E,VS1,2427
0.41,Ideal,G,VS2,1061
0.8,Ideal,D,SI1,3195
0.34,Ideal,F,VS1,760
0.32,Ideal,E,SI2,427
0.38,Ideal,D,VS1,983
0.56,Ideal,D,VS2,2066
0.31,Premium,G,SI1,593
0.42,Premium,I,SI2,709
0.71,Ideal,F,SI2,2291
0.91,Premium,I,SI1,2700
0.31,Very Good,D,SI2,462
2.35,Premium,J,VS1,14399
0.31,Premium,F,VS2,625
0.33,Very Good,G,VVS1,868
0.32,Ideal,I,VS2,466
0.71,Premium,H,SI1,2364
0.9,Very Good,F,VS2,4397
1.31,Premium,F,SI2,4743
1.2,Very Good,H,SI1,6019
0.5,Good,F,SI2,926
0.31,Very Good,F,VS1,679
0.37,Premium,D,VS2,794
0.24,Very Good,F,VVS1,485
1.06,Ideal,D,SI1,6426
0.41,Ideal,G,VS1,899
0.92,Ideal,E,SI1,4258
0.43,Very Good,I,VVS2,850
0.7,Very Good,H,SI1,2018
1,Very Good,D,VS2,6762
0.79,Very Good,E,SI1,3077
1.31,Ideal,H,VS1,8583
0.82,Ideal,H,SI1,2617
0.71,Very Good,E,SI2,2225
2.09,Premium,H,SI2,17001
0.43,Premium,F,SI2,871
0.26,Very Good,F,VVS1,562
1.01,Premium,F,VS2,6416
0.5,Very Good,E,VS1,1755
0.58,Ideal,E,VS2,1698
0.39,Ideal,G,VS1,752
1.21,Ideal,I,VS1,6279
1.51,Ideal,E,VS1,17649
0.54,Very Good,F,SI2,1311
0.9,Very Good,I,VS1,3644
0.33,Very Good,F,VVS1,912
0.5,Ideal,E,SI1,1317
0.43,Premium,E,SI2,919
0.32,Ideal,G,VVS2,936
0.9,Very Good,H,VVS2,4592
0.32,Premium,J,SI1,480
1.22,Ideal,J,VS2,6052
0.71,Very Good,G,VVS2,2977
0.38,Ideal,F,VS1,915
0.72,Good,F,SI1,2188
0.9,Very Good,J,VS1,3231
0.23,Very Good,F,VVS2,505
0.76,Very Good,H,SI2,2418
1.51,Ideal,G,SI1,11255
0.55,Ideal,I,VS2,1216
1.59,Ideal,J,SI1,8325
1.01,Very Good,E,VS2,6310
0.65,Ideal,H,VVS1,2177
0.38,Ideal,F,VS1,865
0.31,Premium,E,SI1,698
0.52,Fair,F,IF,2144
0.33,Ideal,G,VS2,743
1,Fair,G,I1,1954
0.91,Premium,E,SI2,3703
1.45,Premium,G,VS1,8740
0.72,Ideal,F,VS1,3759
0.46,Good,E,VS2,1267
1.01,Ideal,D,SI2,4785
0.71,Premium,D,SI1,2743
0.41,Ideal,F,VS1,1007
2.16,Premium,I,VS2,18481
0.3,Ideal,D,VVS2,814
1.19,Very Good,J,SI2,4329
0.55,Ideal,G,VS2,1588
0.53,Ideal,D,VS2,1659
1.03,Ideal,F,VVS1,9881
1,Fair,H,SI2,3192
0.9,Ideal,F,I1,2634
0.41,Very Good,D,SI1,689
0.4,Very Good,E,SI2,644
0.31,Ideal,H,VVS2,625
1.21,Premium,H,VS2,6849
0.41,Very Good,F,SI1,878
0.52,Very Good,E,VS2,1641
1.08,Premium,G,SI2,4627
1.01,Premium,F,SI2,4197
0.83,Ideal,D,SI1,4159
0.41,Very Good,E,SI1,755
0.31,Ideal,G,VS1,802
1.15,Very Good,H,SI1,5047
0.53,Ideal,I,VS2,1173
0.3,Premium,D,SI2,574
0.42,Premium,E,SI1,873
0.8,Premium,J,VS1,2292
0.23,Very Good,D,VVS1,478
0.32,Ideal,D,VS2,912
1,Very Good,D,SI2,4704
0.48,Ideal,F,VS2,1279
1.52,Ideal,I,VS2,9278
1.24,Very Good,G,SI2,6354
0.77,Very Good,H,VS1,2765
0.7,Good,F,VS2,2846
0.91,Very Good,E,SI2,2963
0.32,Ideal,D,VS2,972
1.31,Ideal,H,SI2,6484
0.93,Premium,H,SI1,3646
0.76,Premium,G,SI2,2364
0.53,Premium,E,VS2,1579
1.2,Good,H,SI1,6182
1.01,Premium,I,SI1,4525
0.38,Ideal,F,VVS2,963
0.26,Premium,E,VVS2,724
0.76,Very Good,F,VVS1,4504
1.1,Premium,D,SI2,5088
0.5,Very Good,E,VS2,1584
0.5,Ideal,E,SI2,1154
0.91,Premium,I,VS1,3669
0.38,Ideal,E,VS1,1069
2.01,Premium,F,SI2,14279
0.53,Very Good,F,VS1,1607
0.38,Premium,D,VS1,1067
1.51,Ideal,I,VS2,9442
0.37,Very Good,F,VS1,863
0.59,Ideal,D,SI1,1820
0.41,Ideal,E,VVS2,1187
0.71,Premium,E,VS1,2920
0.71,Ideal,G,VS2,2911
0.94,Ideal,F,VS2,7120
0.71,Ideal,F,SI2,2331
1,Very Good,G,SI1,5522
0.27,Ideal,I,VS1,432
1.02,Fair,H,VS1,4455
0.23,Very Good,E,VVS2,485
1.2,Fair,I,I1,2376
1.01,Good,D,VVS2,8943
1.55,Ideal,G,VS2,14039
0.44,Ideal,E,VVS1,1438
0.55,Premium,F,SI1,1374
0.5,Fair,G,VS1,1373
1.52,Very Good,H,SI2,7600
0.34,Ideal,E,VVS1,973
0.31,Very Good,H,SI1,446
0.3,Good,E,VS1,568
1.2,Ideal,D,SI1,7903
0.78,Premium,E,VS1,3538
0.9,Very Good,F,VS2,4715
1,Ideal,G,VS2,5887
1,Premium,F,VVS1,8736
0.3,Premium,D,SI1,709
0.3,Ideal,G,VS2,526
0.35,Ideal,F,VVS1,994
1.83,Ideal,J,VS2,11406
1.01,Ideal,E,SI2,4788
1.01,Premium,G,SI1,4588
0.4,Very Good,G,SI1,900
0.91,Good,F,SI1,3924
0.91,Very Good,J,VS2,3299
0.4,Premium,F,VS1,1050
1.44,Premium,J,SI2,4064
1.29,Premium,I,SI1,6140
0.39,Very Good,G,VS2,1009
0.31,Ideal,E,VS1,726
1.03,Ideal,F,VS2,6467
1.06,Ideal,H,VS2,6619
1.11,Very Good,J,SI1,4316
0.41,Good,E,SI1,904
0.32,Ideal,F,VS2,828
0.32,Ideal,G,SI2,450
0.24,Ideal,F,VVS2,678
1.15,Premium,H,SI1,5506
0.32,Good,I,VS2,449
0.83,Ideal,E,VS2,3625
1,Premium,G,VS1,6552
1.12,Ideal,H,VS2,6110
0.56,Very Good,H,VS1,1580
1.07,Ideal,H,VS1,5063
0.28,Very Good,G,VVS2,522
2.01,Very Good,I,VS2,16383
1.01,Good,H,I1,2846
0.32,Premium,D,SI1,756
1.12,Ideal,G,VVS2,8701
0.41,Very Good,G,SI1,719
1.41,Premium,H,VS2,8686
0.31,Premium,H,VVS1,907
1.51,Very Good,I,SI1,9283
0.32,Premium,G,VS1,645
0.23,Very Good,H,VVS2,431
1.51,Good,J,SI1,6394
0.4,Good,F,VVS1,1080
1.56,Premium,F,SI1,9120
0.79,Ideal,E,SI1,3256
0.91,Premium,I,SI2,2913
1,Premium,G,VS2,5967
1.01,Premium,E,SI1,5525
0.51,Premium,F,VS2,2203
1.51,Good,D,SI1,11087
1.15,Very Good,G,VS2,6831
0.52,Ideal,F,SI1,1232
0.4,Good,F,SI1,737
0.32,Premium,J,VS2,393
0.73,Premium,D,VS2,3250
0.56,Ideal,F,SI1,1685
0.9,Premium,H,SI1,3387
0.54,Premium,H,VS1,1600
0.71,Ideal,D,VS2,3321
1.04,Ideal,G,VS2,6012
0.71,Very Good,G,SI1,2240
1.19,Very Good,I,VS1,5644
0.4,Premium,G,VS1,877
0.31,Ideal,F,VVS1,975
1.22,Premium,G,I1,2699
1.21,Premium,J,SI1,4492
1.53,Premium,G,VS2,12602
0.75,Ideal,I,SI1,2383
1.05,Ideal,G,VS2,6486
1.25,Very Good,H,SI2,4060
1.4,Premium,H,VS2,8847
0.74,Ideal,D,VS2,3087
0.31,Very Good,F,VS2,625
0.3,Ideal,G,VVS2,878
0.92,Very Good,F,SI2,3534
1.86,Premium,H,SI2,11520
1.5,Good,E,SI2,6300
0.55,Ideal,E,VS2,1667
0.32,Very Good,H,SI2,393
1.07,Ideal,G,IF,9532
1.13,Ideal,I,VS1,6980
0.57,Ideal,F,VVS2,2339
0.33,Very Good,I,SI1,445
1,Fair,D,SI1,4704
0.26,Good,E,IF,597
0.92,Premium,F,I1,2607
0.3,Ideal,E,VS2,795
0.33,Ideal,G,VS1,854
0.37,Premium,D,VS2,989
1.01,Premium,D,SI1,5543
0.3,Premium,F,VS2,605
1.53,Premium,I,SI1,9022
0.53,Very Good,E,SI1,1408
1.01,Premium,E,SI2,4688
0.9,Very Good,D,SI1,3997
0.77,Very Good,F,VVS2,3917
1,Ideal,F,VS1,7177
1.03,Very Good,D,SI1,5498
0.28,Very Good,H,VVS2,522
0.31,Good,E,IF,1052
0.7,Premium,I,SI2,1724
0.7,Ideal,F,VVS1,4951
0.72,Ideal,F,SI1,2737
1.51,Ideal,E,SI2,10935
2.5,Premium,I,SI2,18447
0.59,Ideal,F,VS2,1828
0.32,Ideal,E,VS2,900
2.01,Very Good,F,SI2,16728
0.7,Ideal,G,SI2,1966
0.61,Very Good,F,VS2,1805
0.53,Very Good,G,VS1,1648
1.04,Ideal,G,SI2,4455
0.38,Good,I,SI1,659
0.39,Ideal,F,VVS1,1124
0.35,Very Good,G,IF,833
0.31,Ideal,H,VS2,502
0.78,Ideal,G,SI2,2240
0.43,Ideal,F,SI1,745
0.57,Ideal,G,VS1,1868
0.52,Ideal,D,SI2,1292
1.22,Premium,G,VS2,8362
1.57,Premium,J,SI2,6031
1.6,Premium,F,SI2,9229
0.9,Very Good,F,SI1,3699
0.52,Ideal,F,IF,2598
0.33,Ideal,G,VS1,666
0.7,Good,F,VS1,2381
0.41,Premium,E,VS1,1079
0.37,Premium,G,VS1,957
0.7,Ideal,I,SI1,2187
1.02,Premium,F,I1,2452
0.57,Very Good,J,SI2,1235
1.01,Very Good,D,SI2,4760
1.75,Premium,F,SI2,8820
1,Very Good,F,VS1,6021
1.5,Very Good,I,VS2,9960
0.91,Very Good,H,SI2,3408
0.31,Good,E,SI1,544
1,Good,E,VS1,7392
1.01,Premium,F,VS2,6097
1.7,Ideal,H,VS2,13681
1.01,Premium,G,VS1,5898
1.04,Ideal,I,SI2,3553
0.3,Ideal,G,IF,895
1,Very Good,F,VVS2,8216
0.9,Premium,H,VS1,4234
1.14,Ideal,H,SI1,4916
3,Premium,I,SI2,16970
1.01,Ideal,I,SI1,4612
1.53,Premium,H,SI1,10398
0.31,Premium,G,VS2,544
0.92,Premium,I,VVS1,3932
1.24,Premium,I,SI1,4791
0.35,Ideal,F,VS2,906
1.01,Good,D,SI2,4672
0.4,Very Good,F,VVS2,1049
0.56,Very Good,H,SI1,1197
0.6,Ideal,G,VVS2,2313
0.55,Ideal,F,VVS1,2716
1.91,Ideal,J,SI1,11447
0.31,Very Good,F,SI1,516
0.41,Ideal,D,SI1,1015
1.19,Premium,I,SI2,4660
1.01,Good,E,SI1,5132
1,Premium,E,SI2,4496
0.34,Premium,H,VS2,537
1.02,Very Good,E,SI1,6397
0.32,Good,D,SI1,550
1.51,Premium,J,VVS2,8770
0.3,Ideal,F,VVS1,814
1.53,Very Good,H,VS2,11178
0.31,Ideal,G,SI1,627
0.35,Very Good,E,VS2,669
1.11,Premium,I,SI2,4196
0.9,Ideal,D,SI1,5081
1.24,Very Good,H,SI2,5592
2.02,Premium,H,SI1,16985
1.09,Ideal,G,VS2,7081
0.41,Ideal,D,VVS1,1582
0.27,Very Good,G,VVS2,442
1.29,Ideal,H,SI1,6424
0.51,Very Good,H,VVS1,1744
1.51,Premium,J,SI2,6712
0.41,Ideal,D,VS1,1151
0.3,Very Good,D,VS1,742
0.47,Fair,E,SI1,829
0.7,Good,H,VVS2,2427
0.58,Premium,E,VS1,2192
1.01,Premium,G,VVS2,6670
0.37,Premium,G,VS2,833
0.5,Fair,G,I1,727
0.28,Very Good,E,VVS1,642
1.01,Ideal,J,SI2,3982
0.8,Premium,E,VS1,3967
0.31,Ideal,F,VVS2,814
1.01,Very Good,F,VS1,7107
1.5,Very Good,F,VS2,8736
1.59,Fair,I,SI2,7080
0.71,Ideal,H,SI2,2317
1.03,Very Good,G,SI2,4060
0.32,Ideal,I,VVS1,575
0.9,Good,J,SI1,2873
0.34,Very Good,H,VS2,537
0.5,Ideal,F,VS2,1436
0.5,Very Good,D,SI1,1436
0.32,Very Good,D,SI1,589
0.47,Ideal,E,VS1,1721
0.97,Premium,F,SI2,3993
0.34,Premium,H,SI1,477
0.32,Ideal,E,VS2,900
0.77,Premium,E,SI2,2614
1.72,Fair,D,SI2,8264
0.4,Premium,D,SI1,990
1.2,Ideal,I,SI1,5107
1.2,Ideal,G,SI1,6160
0.32,Ideal,E,SI2,449
0.3,Ideal,D,VVS1,1069
0.31,Ideal,G,VVS2,687
0.73,Good,J,VS2,2098
0.38,Ideal,E,VS1,1027
0.81,Ideal,F,VS1,3933
1.2,Ideal,H,SI2,5613
0.7,Ideal,D,VS2,2998
1.14,Very Good,H,VS2,5053
1,Premium,H,SI1,4788
1.01,Good,I,SI2,3411
0.31,Ideal,H,VS2,507
0.37,Ideal,G,VVS2,1073
1.2,Very Good,G,SI2,5609
0.52,Ideal,D,SI1,1600
1.16,Ideal,G,IF,10368
0.42,Very Good,F,SI1,788
0.42,Very Good,D,VS1,1109
1.53,Premium,E,SI1,12968
0.56,Premium,D,SI1,1814
0.7,Premium,D,VVS2,3210
0.26,Very Good,E,VVS1,532
1.35,Ideal,H,SI2,5670
1.2,Very Good,G,SI2,5698
1.2,Very Good,E,SI1,6373
0.5,Good,D,IF,3378
0.79,Ideal,D,SI1,3209
0.89,Good,F,SI1,3663
1.33,Premium,I,VS2,6316
0.55,Very Good,I,VS2,1235
0.31,Ideal,D,VS2,621
1.51,Fair,J,VS1,7139
0.9,Premium,E,SI1,3917
0.3,Ideal,F,VVS2,694
0.77,Ideal,H,SI1,2875
0.79,Premium,G,VS2,2959
1.52,Premium,E,VS2,14577
2.01,Good,J,SI2,11554
0.32,Ideal,E,SI1,516
0.52,Very Good,G,SI1,1338
1.12,Premium,G,I1,3017
0.91,Premium,H,VS2,4128
0.23,Premium,E,VVS2,680
1.5,Premium,E,SI1,10819
0.57,Good,G,VS2,1613
1.24,Ideal,H,VS1,8299
0.41,Ideal,G,VS2,1061
0.34,Ideal,G,VS2,596
0.5,Very Good,E,VVS2,2083
0.51,Premium,D,SI1,1574
0.3,Ideal,E,VVS2,837
0.7,Premium,E,SI1,2576
0.27,Ideal,I,VS1,432
0.25,Premium,G,SI2,1186
0.54,Ideal,E,VVS2,2776
2.03,Ideal,F,SI2,12677
0.7,Ideal,I,VS2,2240
0.3,Ideal,E,VS2,844
0.31,Ideal,I,IF,635
0.48,Very Good,D,VVS2,2329
0.51,Ideal,E,VS1,1758
0.41,Ideal,H,VS2,1163
0.9,Premium,E,SI2,3084
1.11,Ideal,I,SI1,5006
0.7,Ideal,H,SI2,2285
0.92,Premium,J,SI1,2858
0.38,Ideal,I,VVS1,744
0.9,Good,G,VS1,3977
0.29,Ideal,H,VS2,498
0.91,Good,H,VS2,4309
0.4,Ideal,D,SI1,726
1.56,Premium,F,SI2,7950
0.34,Premium,H,VVS2,880
0.31,Ideal,G,VS2,544
1.14,Premium,G,SI2,5139
1.19,Premium,H,VS2,6363
1.09,Premium,G,VS1,7422
0.5,Premium,I,SI1,965
2.1,Very Good,I,SI2,12612
0.86,Premium,F,SI2,2980
0.44,Premium,E,VVS2,1334
0.9,Very Good,E,SI1,4560
1.5,Good,E,VS2,13846
0.3,Ideal,F,IF,886
0.7,Very Good,F,VVS2,3028
0.7,Good,E,VS2,2415
1.01,Good,E,VS1,7127
0.78,Premium,F,SI1,2816
0.4,Premium,D,SI2,855
0.9,Good,H,SI1,3447
0.75,Premium,F,SI2,1881
0.3,Very Good,G,VVS2,684
1,Good,F,SI2,3858
0.5,Premium,E,VS1,1801
0.81,Premium,F,SI1,3230
0.34,Ideal,E,VVS1,1030
1,Premium,H,SI2,3864
1.57,Ideal,E,SI2,10550
0.34,Ideal,E,IF,1163
0.31,Ideal,F,VS2,583
1.5,Premium,I,VVS1,10956
0.81,Very Good,E,SI1,3243
1.35,Very Good,I,SI1,6573
0.77,Very Good,H,VS1,2961
0.4,Premium,G,IF,1397
1.12,Ideal,F,VS1,9007
0.56,Premium,F,VS2,1935
0.45,Premium,E,SI1,1091
0.35,Ideal,D,VVS2,945
0.27,Ideal,F,VS2,577
0.28,Ideal,F,IF,646
0.31,Premium,G,VS2,544
0.3,Good,H,SI1,432
0.58,Very Good,H,SI1,1239
0.3,Fair,J,VS2,416
1.14,Premium,F,VS2,7275
0.53,Premium,H,SI1,1193
3.04,Premium,I,SI2,18559
1.08,Very Good,F,VS2,6319
0.33,Premium,H,VVS2,854
0.44,Premium,I,VS1,1040
1.01,Good,J,SI1,3399
0.38,Very Good,I,VVS1,752
0.76,Ideal,D,VS2,3384
0.72,Ideal,J,VS2,2099
1.24,Premium,H,SI2,5277
0.32,Very Good,G,VVS1,676
1.22,Premium,G,SI1,6288
0.3,Ideal,G,VVS1,764
0.5,Very Good,H,VS1,1598
0.5,Very Good,I,SI1,1087
0.53,Premium,F,SI1,1324
0.51,Ideal,G,VVS2,1827
0.35,Premium,I,VS1,709
1.04,Premium,H,VVS2,6278
0.9,Premium,E,SI1,4259
0.7,Premium,E,SI1,2407
0.56,Ideal,D,SI1,1729
0.45,Ideal,H,SI1,790
0.54,Ideal,G,VS1,1847
2.1,Premium,I,SI1,15615
0.7,Good,E,SI2,2116
0.24,Good,F,IF,492
1.22,Very Good,E,SI2,5739
0.78,Ideal,G,VS2,3590
0.54,Very Good,F,VS1,1653
0.7,Good,J,SI2,1824
0.36,Very Good,F,VS1,825
1.8,Good,F,SI2,12308
0.32,Premium,G,VS2,720
0.31,Premium,G,VVS2,907
1.52,Ideal,H,SI2,5277
0.41,Ideal,F,VVS2,1115
2.02,Ideal,G,VS2,18700
1.51,Very Good,E,SI1,12224
1.06,Premium,H,VS2,5889
0.57,Ideal,E,VS2,1853
0.36,Premium,D,SI1,663
0.33,Ideal,D,VS2,781
0.34,Ideal,G,VS2,596
0.7,Ideal,G,VS1,2724
1.21,Premium,E,VS1,10137
1.01,Premium,E,VS2,6488
